publication_title,pdf_title,pdf_url,publication_url,publication_type,date
Consistency of Land Values,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1380_697_BellBowman20Final.pdf,https://www.lincolninst.edu/publications/working-papers/consistency-land-values/,Working Papers,"April 2008, English"
Making the Property Tax Work,Download,https://go.lincolninst.edu/making_property_tax_work_ch01.pdf,https://www.lincolninst.edu/publications/books/making-property-tax-work/,Books,"March 2008, English"
Transforming Community Development with Land Information Systems,Download PDF,https://go.lincolninst.edu/l/153411/2022-11-04/pqc2rf/153411/1667563277Dus0k0Gm/transforming_community_development_full.pdf,https://www.lincolninst.edu/publications/policy-focus-reports/transforming-community-development-land-information-systems/,Policy Focus Reports,"March 2008, English"
How “Smart” is the Split-Rate Property Tax?,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/banzhaf-wp08sb1.pdf,https://www.lincolninst.edu/publications/working-papers/how-smart-split-rate-property-tax/,Working Papers,"March 2008, English"
Municipal Taxes as Instruments for Value Capture in Perú,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1354_672_Calderon20WP00JCC220Final.pdf,https://www.lincolninst.edu/publications/working-papers/municipal-taxes-instruments-value-capture-peru/,Working Papers,"March 2008, English"
Achievements and Shortcomings of the Venezuelan Government in Value Capture,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1357_677_Camacho20FInal.pdf,https://www.lincolninst.edu/publications/working-papers/achievements-shortcomings-venezuelan-government-value-capture/,Working Papers,"March 2008, English"
Teardowns and Hedonic Land Value Function Estimation using Non-Sample Information,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1376_695_McMillen20Final.pdf,https://www.lincolninst.edu/publications/working-papers/teardowns-hedonic-land-value-function-estimation-using-non-sample/,Working Papers,"March 2008, English"
Property Tax Circuit Breakers in 2007,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1355_673_bowman_final.pdf,https://www.lincolninst.edu/publications/working-papers/property-tax-circuit-breakers-2007/,Working Papers,"March 2008, English"
El catastro territorial en los países latinoamericanos,Download PDF,https://go.lincolninst.edu/el-catastro-territorial-america-latina-full.pdf,https://www.lincolninst.edu/publications/books/el-catastro-territorial-en-los-paises-latinoamericanos/,Books,"February 2008, Spanish"
Land Value Taxation,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/grote-wp08kg1.pdf,https://www.lincolninst.edu/publications/working-papers/land-value-taxation/,Working Papers,"February 2008, English"
Land Value Capture in Mexico,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1339_657_Perlo20Final.pdf,https://www.lincolninst.edu/publications/working-papers/land-value-capture-mexico/,Working Papers,"February 2008, English"
"The Distribution and Concentration of Population in the United States, 1900-2000",Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1346_675_Ingram20Final.pdf,https://www.lincolninst.edu/publications/working-papers/distribution-concentration-population-united-states-1900-2000/,Working Papers,"February 2008, English"
Mechanisms for Urban Value Capture Resulting from Public Actions,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1350_668_Moura20Final.pdf,https://www.lincolninst.edu/publications/working-papers/mechanisms-urban-value-capture-resulting-public-actions/,Working Papers,"February 2008, English"
Message From the President,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1321_Jan08LLPresMsg.pdf,https://www.lincolninst.edu/publications/articles/message-president-9/,Articles,
Planning for Climate Change,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1322_Jan08LLA1.pdf,https://www.lincolninst.edu/publications/articles/planning-climate-change/,Articles,
The Property Tax and the Fortunes of Older Industrial Cities,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1323_Jan08LLA2.pdf,https://www.lincolninst.edu/publications/articles/property-tax-fortunes-older-industrial-cities/,Articles,
Housing Inequality in Chinese Cities,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1324_Jan08LLA3.pdf,https://www.lincolninst.edu/publications/articles/housing-inequality-chinese-cities/,Articles,
Faculty Profile,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1325_JanLLAFernanda20Furtado.pdf,https://www.lincolninst.edu/publications/articles/faculty-profile-23/,Articles,
Land LinesJanuary 2008,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1320_Final20Land20Lines20Jan202008.pdf,https://www.lincolninst.edu/publications/issues/land-lines-january-2008/,Issues,January 2008
The Intersection Between Planning and the Municipal Budget,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/huddleston-wp07jh4-full_0.pdf,https://www.lincolninst.edu/publications/working-papers/intersection-between-planning-municipal-budget/,Working Papers,"January 2008, English"
Property Tax Responses to State Aid Cuts in the Recent Fiscal Crisis,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1333_643_Dye20Reschovsky20Final.pdf,https://www.lincolninst.edu/publications/working-papers/property-tax-responses-state-aid-cuts-recent-fiscal-crisis/,Working Papers,"January 2008, English"
Further Development and Practical Application of Market-Based Land Mass Appraisal On-Line System for Land Taxation,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1563_788_kaklauskas_final.pdf,https://www.lincolninst.edu/publications/working-papers/further-development-practical-application-market-based-land-mass/,Working Papers,"January 2008, English"
Urban Planning for Climate Change,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1310_blakely_final.pdf,https://www.lincolninst.edu/publications/working-papers/urban-planning-climate-change/,Working Papers,"December 2007, English"
The Property Tax-School Funding Dilemma,Download PDF,https://go.lincolninst.edu/the-property-tax-school-funding-dilemma-full_0.pdf,https://www.lincolninst.edu/publications/policy-focus-reports/property-tax-school-funding-dilemma/,Policy Focus Reports,"December 2007, English"
Bringing the Campus to the Community,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1315_brown_geohegan_final.pdf,https://www.lincolninst.edu/publications/working-papers/bringing-campus-community/,Working Papers,"December 2007, English"
Preserving Whose Neighborhood?,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1316_geideman_final.pdf,https://www.lincolninst.edu/publications/working-papers/preserving-whose-neighborhood/,Working Papers,"December 2007, English"
"The Impact of Nonprofit, Large Landowners on Public Finance in a Fiscally Distressed Municipality",Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1312_Dietrick20Final.pdf,https://www.lincolninst.edu/publications/working-papers/impact-nonprofit-large-landowners-public-finance-fiscally-distressed/,Working Papers,"December 2007, English"
The Effectiveness of Community Land Trusts,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1313_Lauria20Final.pdf,https://www.lincolninst.edu/publications/working-papers/effectiveness-community-land-trusts/,Working Papers,"December 2007, English"
Do Wisconsin Tax Increment Finance Districts Stimulate Growth in Real Estate Values?,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1319_KSM20Final.pdf,https://www.lincolninst.edu/publications/working-papers/do-wisconsin-tax-increment-finance-districts-stimulate-growth-real/,Working Papers,"December 2007, English"
An Unfettered Property Tax in Illinois,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1309_anderson_mcguire_working_final_2.pdf,https://www.lincolninst.edu/publications/working-papers/unfettered-property-tax-illinois/,Working Papers,"December 2007, English"
The Variety of Property Tax Limits,Download PDF,https://www.lincolninst.edu/sites/default/files/pubfiles/1311_joan_-_state_tax_notes_11-19-07.pdf,https://www.lincolninst.edu/publications/other/variety-property-tax-limits/,Other,"November 2007, English"
Catastro multifinalitario aplicado a la definición de políticas de suelo urbano,Download PDF,https://go.lincolninst.edu/l/153411/2022-11-01/pqbxnm/153411/16673181866qEBtpub/catastro_multifinalitario_politicas_de_suelo_urbano_full.pdf,https://www.lincolninst.edu/publications/books/catastro-multifinalitario-aplicado-la-definicion-politicas-suelo-urbano/,Books,"November 2007, Spanish"
Urbanization in China,Download,https://go.lincolninst.edu/urbanization_china_intro.pdf,https://www.lincolninst.edu/publications/books/urbanization-in-china/,Books,"October 2007, English"
Message from the President,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1288_Greg.pdf,https://www.lincolninst.edu/publications/articles/message-president-8/,Articles,
Post-Apartheid Johannesburg,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1289_Johannesburg.pdf,https://www.lincolninst.edu/publications/articles/post-apartheid-johannesburg/,Articles,
Navigating State and Local Finance,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1290_587_Navigating20State20and20Local20Finances.pdf,https://www.lincolninst.edu/publications/articles/navigating-state-local-finance/,Articles,
Impacts of Regulations on Undeveloped Land Prices,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1291_Bogota.pdf,https://www.lincolninst.edu/publications/articles/impacts-regulations-undeveloped-land-prices/,Articles,
Faculty Profile,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1292_John20Davis.pdf,https://www.lincolninst.edu/publications/articles/faculty-profile-22/,Articles,
Land LinesOctober 2007,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1287_584_Land20Lines20Oct200720rev.pdf,https://www.lincolninst.edu/publications/issues/land-lines-october-2007/,Issues,October 2007
Which Schools Matter?,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1303_schwartz_final_0.pdf,https://www.lincolninst.edu/publications/working-papers/which-schools-matter/,Working Papers,"October 2007, English"
"The Impact of Customary Landholding on Emerging Land Markets in Enugu, Nigeria",Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1298_Cosmas20final.pdf,https://www.lincolninst.edu/publications/working-papers/impact-customary-landholding-emerging-land-markets-enugu-nigeria/,Working Papers,"October 2007, English"
Impact of Mumbai (India) Textile Mill Land Development on Land Use and Real Estate Markets,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1299_Tiwari20Final.pdf,https://www.lincolninst.edu/publications/working-papers/impact-mumbai-india-textile-mill-land-development-land-use-real-estate/,Working Papers,"October 2007, English"
Measuring the Effect of State Income Tax Incentives on Land Conservation,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1304_Sundberg20Final.pdf,https://www.lincolninst.edu/publications/working-papers/measuring-effect-state-income-tax-incentives-land-conservation/,Working Papers,"October 2007, English"
Movilización social de la valorización de la tierra,Download PDF,https://www.lincolninst.edu/sites/default/files/pubfiles/movilizacion-social-valorizacion-tierra-full.pdf,https://www.lincolninst.edu/publications/other/movilizacion-social-la-valorizacion-la-tierra/,Other,"September 2007, English"
University Real Estate Development,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1285_wiewel_final.pdf,https://www.lincolninst.edu/publications/working-papers/university-real-estate-development/,Working Papers,"September 2007, English"
Not Your Ordinary Joe,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1284_Chapin20final.pdf,https://www.lincolninst.edu/publications/working-papers/not-your-ordinary-joe/,Working Papers,"September 2007, English"
The Conservation Movement,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1286_Banzhaf20Final.pdf,https://www.lincolninst.edu/publications/working-papers/conservation-movement/,Working Papers,"September 2007, English"
Urban Nature Centers and Housing Prices in Chicago,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1296_McGrath20Final.pdf,https://www.lincolninst.edu/publications/working-papers/urban-nature-centers-housing-prices-chicago/,Working Papers,"September 2007, English"
The Effects of Land Policy on Urban Land Prices in Bogotá,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1297_Borrero20Final.pdf,https://www.lincolninst.edu/publications/working-papers/effects-land-policy-urban-land-prices-bogota/,Working Papers,"September 2007, English"
School Finance Over Time,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1277_Murray20Rueben20Final.pdf,https://www.lincolninst.edu/publications/working-papers/school-finance-over-time/,Working Papers,"August 2007, English"
"Access to Land, Local Taxes and Financing of Urban Development",Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1278_Simioni20Final.pdf,https://www.lincolninst.edu/publications/working-papers/access-land-local-taxes-financing-urban-development/,Working Papers,"August 2007, English"
Value Capture for Urban Development,Download PDF,https://www.lincolninst.edu/app/uploads/2024/04/1279_Smolka20Final.pdf,https://www.lincolninst.edu/publications/working-papers/value-capture-urban-development/,Working Papers,"August 2007, English"
